,label,tweet,label_id,clean_teks
810,anger,"#ILCBPIP Betul Prof suteki. Klo memang perlu Bpip itu didirikan.. Masa orangnya yg gk paham pancasila "" akhirat itu ramalan Masa depan"".. ck ck.. politik balas Budi nihh..",0,ilcbpip prof suteki bpip diri orang paham pancasila akhirat ramal ck ck politik balas budi nihh
811,sadness,"Saat sakit gigi dan sakit hati datang berbarengan rasanya kayak mau bilang.. ""Terima kasih loh Tuhan aku dikasih kesempatan langka begini :')",4,sakit gigi sakit hati bareng bilang terima kasih loh tuhan kasih sempat langka
812,happy,"Ya gini nih klo ada siluman bukber, fotonya kaga ada yang bener. Uda di sono paling lama, ditungguin sampe diliatin orang yang pada antre tetep aja anteng ngobrol ketawa ngakak. Ini nih pertemanan jastip terbhaiqq!",2,ya gin nih siluman bukber foto kaga sono ditungguin diliatin orang antre anteng bicara tertawa bahak nih teman jastip terbhaiqq
813,love,"Saat kecil,mobil blm bisa smp rmh, hanya di ujung gang. Saat pulang malam dr luar kota dan aku ketiduran, ayah sering tak membangunkanku tp menggendongku sampai rmh..bahkan smp aku SD :(",3,kecilmobil smp rumah ujung gang pulang malam kota tidur ayah bangun gendong rmhbahkan smp sd
814,sadness,"Libur mulai tgl 12 - 19..masuk tgl 20... Dpt data tgl 11(itu pun klo selesai semua), laporan tgl 20... Trus kapan aku ngerjainnya???? . . Adek sedih bang...adek ga isa diginiin..adek masih belajar kuat ma bang dylan... [URL]",4,libur tanggal masuk tanggal data tanggal selesai lapor tanggal ngerjainnya adik sedih bangadek isa diginiinadek ajar kuat ma bang dylan url
815,fear,"Astaghfirullah, sepanjang jalur manggarai - jatinegara ternyata masih aja ada petjun2 berkeliaran di bulan puasa. Sing sabar shayy sing tahan subhanallah dehh aku aja setop dulu cape di gembyor trs huft",1,astaghfirullah jalur manggarai jatinegara petjun liar puasa sing sabar shayy sing tahan subhanallah dehh setop capai gembyor huft
816,happy,"[USERNAME] [USERNAME] Terima kaaih pak Kwik,, itu juga pemikiran sy secara pribadi, trm ksh sdh d'sampaikan pd forum. Dan bgitu jg hal'y dg yg d'sAmpaikn oleh ibu sarumpait.",2,username username terima kaaih kwik pikir pribadi trm kasih dsampaikan forum haly dsampaikn sarumpait
817,happy,"Potong pepaya, leci, blueberry. Bikin overnight oatmeal dan madu. Seketika saya merasa sehat. . . . . Padahal dimakan aja belum~ Semua hanya fatamorganaaaaaaa..",2,potong pepaya leci blueberry bikin overnight oatmeal madu sehat makan fatamorganaaaaaaa
818,anger,"Gini ya, meskipun pelacur sekalipun gak ada kewenangan untuk laki-laki ngelecehin dia. Seorang pelacur melacur juga gak gratisan dan ada consent dari kedua belah pihak. This is why the worst enemy of feminim is women itself.",0,gin ya lacur wenang lakilaki ngelecehin lacur lacur gratis consent belah this is why the worst enemy of feminim is women itself
819,anger,"bukan soal idolamu yang khilaf, bukan soal lebay si artis. ini soal sexual harrasement yang dijadiin komentar bercanda dan dianggap biasa aja. ah. sudahlah. semoga bukan kamu, atau orang yang kamu kenal yang diperlakukan begitu dulu, baru kamu sadar.",0,idola khilaf lebay si artis sexual harrasement jadi komentar canda anggap ah moga orang kenal laku sadar
820,anger,"[USERNAME] Sampai kapan ya,,terus apa kompensasi buat pelanggan dg kondisi ini, layanan speed sama saja malah jaringan sering lemot padahal kewajiban tagihan dibayar tepat waktu [USERNAME]",0,username yaterus kompensasi langgan kondisi layan speed jaring lot wajib tagih bayar username
821,happy,"Happy Pendadaran [USERNAME] kamu hbs ini kerja yg di kantoran aja ya, jangan yg turun ke lapangan panas-panasan. Aku takut kamu tambah item. [URL]",2,happy dadar username habis kerja kantor ya turun lapang panaspanasan takut hitam url
822,anger,"Sebel banget deh kalo ada senior kerja yang kek gini Teh, tauuuuuuuu.... Teiung. Belom selesai nanya loh,udah di jawab, untung lagi ga pegang pisau.",0,kesal deh senior kerja kek gin teh tauuuuuuuu teiung selesai lohudah untung pegang pisau
823,happy,"Kagak sih, kan tiap kali ku ada tugas atau ujian yangbeb selalu ada... Soalny kalo ga ada siapa yg bisa ditanya2.. dia mah kayak wikipedia berjalan, semua-mua tau.. aku mah apa atuh ",2,sih kali ku tugas uji yangbeb soalny mah wikipedia jalan semuamua mah atuh
824,happy,"Alhamdulillah persib menang, hati happy, tidur pun tenang. MVP malam ini adalah [USERNAME] yg ngebolehin nonton persib tanpa nge chat setelah seharian susah komunikasian gara2 kesibukan ade bedur ",2,alhamdulillah persib menang hati happy tidur tenang mvp malam username ngebolehin nonton persib nge chat hari susah komunikasi gara sibuk ade bedur
825,sadness,Baru kali ini liat kasur sama selimut nggak tergoda. Masih lebih tergoda baring di lantai sambil kipas2. Mungkin majalaya emang beda benua sama bandung :(,4,kali liat kasur selimut goda goda baring lantai kipas majalaya beda benua bandung
826,sadness,"Iyaaa kaaaann , selama pesantren semua kegiatannya tu berkesan sampe skg esq sampe malem banget tp tar pas muhasabah melek lg trus jd sedih kangen org tua",4,iyaaa kaaaann pesantren giat kesan skg esq malam tar pas muhasabah melek sedih kangen orang tua
827,happy,"Alhamdullilah 3 point tandang, terima kasih [USERNAME] sehat terus [USERNAME] nuhun badag buat semua pendukung maung bandung resfect buat [USERNAME] #PersibDay",2,alhamdullilah point tandang terima kasih username sehat username nuhun badag dukung maung bandung resfect username persibday
828,anger,"[USERNAME] [USERNAME] [USERNAME] Ganti presiden tp gak punya presiden cm. Preseden, sadar bro klo sebut ganti presiden pks mungkin nti fahri yg ganti",0,username username username ganti presiden presiden preseden sadar bro ganti presiden pks fahri ganti
829,sadness,"Yang berat itu bukan rindu, dilan. Tapi ngerjain skripsi dengan berbagai pengalaman psikologi yang kurang baik. Katanya ada yang bilang tema dan judul yang saya ambil, sangat cocok dengan pengalaman pribadi saya. Bisa dikatakan iya juga bisa tidak sih.",4,berat rindu dil skripsi alam psikologi bilang tema judul ambil cocok alam pribadi iya sih
830,happy,"sukadeh sama temen yg ngetweet konten2 yang ""berwawasan"" , apalagi di dunia nyata bisa share ilmu... jadi nyinyiran & kritikan bisa lebih bermanfaat & apalagi kalo nyambung ngomongnya... ga cm bahas lamtur & lipen aja",2,sukadeh teman ngetweet konten wawas dunia nyata share ilmu nyinyir kritik manfaat nyambung ngomongnya bahas lamtur lipen
831,anger,"gue juga gak ada masalah dengan Gitasav ngomong tentang sexual harassment-nya dia, yang jadi masalah ketika dia bales DM-nya Helmi. She's rude.",0,gitasav bicara sexual harassmentnya balas dmnya helm shes rude
832,sadness,"H-10 __ Kamu saja yang kembali, biar aku tetap disini. Dia memilihmu, untuk apa kupaksa. Berbahagialah, karena aku tak akan mengganggu lagi. Berhappylah, bersama orang yang (katanya) kau cinta. Selasa, 5 Juni 2018 Berjan, Gebang, Purworejo 23:05 WIB",4,h biar pilih paksa bahagia ganggu berhappylah orang cinta selasa juni berjan gebang purworejo wib
833,happy,"Begitu diumumkan lulus 100%, mereka semua sujud syukur, dan langsung mengambil bunga...saat dia menghampiri, langsung memeluk & menciumku, air mata tak kuasa kubendung....""mom, this is my birthday present for u.."" [URL]",2,umum lulus sujud syukur langsung ambil bungasaat hampir langsung peluk cium air mata kuasa kubendungmom this is my birthday present for url
834,anger,"Gurl, cma gara2 dia publishing chat sexual harassment dia yg menurut lu Alay, caper baper, lu sampe bawa2 masa lalu dia, Are u fvcking kidding me? pantes aja Indonesia ini banyak org yg ngalami pelecehan seksual lebih pilih diam aja, ya gmna netizen macam lu masih banyak.",0,gurl gara publishing chat sexual harassment alay caper baper bawa are fvcking kidding me pantes indonesia orang ngalami leceh seksual pilih diam ya netizen
835,sadness,"[USERNAME] Ayah dari dulu sampai skrg bekerja pindah-pindah kota, saya merantau. Beberapa bulan lalu saya pulang ke Makassar, Ayah juga kebetulan pulang. tp tidak sempat ketemu, lalu di mnlpon mengajak makan bersama, saya tolak dgn alasan pergi bersama tm",4,username ayah pindahpindah kota rantau pulang makassar ayah pulang ketemu mnlpon ajak makan tolak alas pergi tm
836,anger,"tolong nih gimana ya, kemarin beli di flash sale udah bayar terus dikabarin stocknya abis, emang kalo jualan ngga ngecek stock dulu apa? [USERNAME] [URL]",0,tolong nih gimana ya kemarin beli flash sale bayar dikabarin stocknya abis jual ngecek stock username url
837,sadness,Mati lampu dirumah uda ky kuat2an ga keluar kamar buat nyalain saklar wq. Sumuk. Tapi aseli demi liga la familia-yg-ga-betah-panas-kudu-turun-nyalain-saklar-gelap2an.,4,mati lampu rumah ky kuat kamar nyala saklar wq sumuk aseli liga la familiayggabetahpanaskuduturunnyalainsaklargelapan
838,fear,"yaudah kalo emang belum berani potong rambut pendek ya nanti"" aja kalo emang udah yakin dan bisa nyaman  Selamat beristirahat, jangan lupa berdoa Tidur yg nyenyak & mimpi yg indah Good night cit ",1,yaudah berani potong rambut pendek ya nyaman selamat istirahat lupa doa tidur nyenyak mimpi indah good night cit
839,sadness,"lulusan sastra inggris macam apa yg ngomong bahasa inggrisnya ""curiga"" dengan kata ""curious"" !! yg bener kan ""suspicious"" :((( uda untung gw ga ngomong ""delicious"" yaallah S,S gw ",4,lulus sastra inggris bicara bahasa inggris curiga curious suspicious untung bicara delicious yaallah ss
840,sadness,Habis baca cerita yg menceritakan kehidupan berumah tangga dimana ada satu wanita yg selalu disakiti karena ketidakberdayaan seorang laki2. Si laki Dilema antara harus menuruti kemauan ibu atau kemauan hati nurani sendiri untuk memperjuangkan istrinya.,4,habis baca cerita cerita hidup rumah tangga mana wanita sakit ketidakberdayaan laki si laki dilema turut mau mau hati nurani juang istri
841,happy,"udah ah, tetep ariel tatum idolaquh. betapa banyak kata2 tidak pantas dari para netijen lelaki tapi doi stay calmdown. namanya public figure mah kudu setrong ya mbak ariel ",2,ah ariel tatum idolaquh betapa netijen lelaki doi stay calmdown nama public figure mah kudu setrong ya mbak ariel
842,sadness,bangun tidur langsung disuruh pergi tapi disuruh mandi dulu dan harus nyampe sebelum ashar ya bayangin aja bangun aja jam 3 -_- [URL],4,bangun tidur langsung suruh pergi suruh mandi ashar ya bayangin bangun jam url
843,anger,"kalian para wanita dgn mudah berkata: ""kami tdk butuh ketampanan, kami hanya butuh kenyamanan.."" kami para pria berpikir keras setengah hidup: ""yakin cuk? apa kalau kami gak tampan kalian bisa nyaman? hah? hah? hah? wtf! bullshit!"" hee ~ #relationshit",0,wanita mudah butuh tampan butuh nyaman pria pikir keras hidup jancuk tampan nyaman hah hah hah wtf bullshit hee relationshit
844,sadness,"Ada banyak jenisnya, Ada yang rindu tp udah beda dunia. Ada yang rindu tp udah ga di arepin lg. Ada yang rindu tp gengsi berucap. Ada yang rindu tp jauh. Ada yang rindu tp untuk apaaa, untuk apa cinta tanpa pembuktian, untuk apa kita pertahankan bila sudah tak lagi cintaa",4,jenis rindu beda dunia rindu arepin rindu gengsi ucap rindu rindu apaaa cinta bukti tahan cintaa
845,sadness,"Ini kaya gw kapan hari itu, seharian mantengin asian food channel, ngliatin makan sodap2. Ehhh sendirinya makan indomie sama ngemil krupuk gegara malas keluar kos",4,kaya hari mantengin asi food channel ngliatin makan sodap ehhh makan indomie ngemil kerupuk gegara malas kos
846,sadness,"Akhirnya, si laki2 menawarkan poligami. Awalnya baik-baik aja karena adil, tapi lama2 hati istri pertama selalu diperlakukan tidak adil, terutama oleh ibu dari suaminya. Istri pertama minta pisah tapi suami gamau memisahkan. Si istri pertama selalu ditindas.",4,si laki tawar poligami baikbaik adil hati istri laku adil suami istri pisah suami pisah si istri tindas
847,sadness,"Eh gimanasi rasanya dapet THR Enak ga? Semriwing2 gitu nga sik? Ceritain dikit dong gimana rasanya, selama idup 20 taon belum pernah dapet THR :(((",4,eh gimanasi thr enak semriwing nga sik ceritain gimana hidup taon thr
848,sadness,"Besoknya mamak telpon. ""Kemaren bapakmu bandel kali, udah hujan lebat, maksa diri buat ke kota. Katanya ada rapat penting yg gak boleh tinggal, udah demam kayak gini baru tau rasa dia."" Aaah ya Allah",4,besok mamak telepon kemarin bapak bandel kali hujan lebat maksa kota rapat tinggal demam gin aaah ya allah
849,fear,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Ngeriiiih bang takut d selepet dri belakang.. Doi kan type2 ya lekong pilipin..,1,username username username username username ngeriiiih bang takut d lepet doi type ya lekong pilipin
850,anger,Aku gasuka sih tapi gondok dan dongkol dan mangkel aja . Dan kagetnya lagi dia mau meniqaaa . Semoga insyafmu ga abal abal ya mas ha ha ha semoga udah alim beneran  cuma dia inget ga ya ttg habluminallah & habluminannas . Ga ada niat minta maaf wanita2 yg disakitinya gt ?,0,suka sih gondok dongkol mangkel kaget meniqaaa moga insyafmu abal abal ya mas ha ha ha moga alim ya habluminallah habluminannas niat maaf wanita sakit
851,sadness,"Setelah mual2 krn telat bukaaa puasaa, Akhirnya nyampe rumah jg, setelah ampir 2 jam keliling2 sama abang grab keliling kampung krn dia ga mau lewat tol",4,mual telat bukaaa puasaa rumah ampir jam keliling abang grab keliling kampung tol
852,sadness,"Kadang secapek itu juga buat nahan hati buat gak blaming diri sendiri dan ngatain diri ini super bodoh dan mental tempe,tahu,risol berasa gorengan yg ampas-ampas gitu. Tapi gak boleh karena gimanapun juga diri ini udah bekerja keras berusaha",4,kadang capek tahan hati blaming ngatain super bodoh mental tempetahurisol asa goreng ampasampas gimanapun keras usaha
853,anger,"Dari cerita yg aku baca itu, jujur aku sebel banget bacanya. Kenapa sih udah mau dipoligami tapi masih disiksa batinnya, kalau emang udah gabisa adil dilepasin aja. Dan buat mbak istri pertama mending pisah aja mbak, hidup free as a bird. Kadang gengsi mengalahkan hati.",0,cerita baca jujur kesal baca sih poligami siksa batin adil dilepasin mbak istri mending pisah mbak hidup free as a bird kadang gengsi kalah hati
854,sadness,"Di langitmu. Mungkin aku hanya bersinar sebagai bintang, memang terang, tapi aku hanya satu diantara ribuan pilihan. Aku cukup paham jika bagimu. Hilangku bukan masalah besar untukmu..",4,langit sinar bintang terang ribu pilih paham bagi hilang untuk
855,sadness,"klo org nanya deket gasih km sama abgmu ?. boro-boro deket, kelai mulu iya. sangking gak deketnya (akur) wkt awal kuliah disuruh serumah brg pernah berantem yg main fisik",4,orang deket gasih abgmu boroboro deket kelai iya sangking deketnya akur kuliah suruh rumah barang tengkar main fisik
856,sadness,"ingin rasanya saya mengulang seperti jaman kuliah, ada teman [USERNAME] yg mengajak di hari terakhir, tapi kalau kini sudah berbeda jarak dan setiap izinnya",4,ulang jaman kuliah teman username ajak beda jarak izin
857,anger,"[USERNAME] Udah mau lewat pejaten villagenya aja, eh mobil-mobil masuk mall nya itu ternyata ribet dan ngantri mengular sampe macetnya numpuk Sialan.",0,username pejaten villagenya eh mobilmobil masuk mall nya ribet ngantri ular macet numpuk sial
858,happy,"Menikmati setiap denyut jantungku merasakan setiap hirup nafas ini,perlahan sadar setiap mata ini membuka dan kembali menutup. Rasakan, nikmati, renungkan,mulai Menutup mata, menghelai nafas panjang dan tersenyum, merasa tubuh ini seakan melayang lepas bersama seluruh nikmat-NYA",2,nikmat denyut jantung rasa hirup nafas iniperlahan sadar mata buka tutup rasa nikmat renungkanmulai tutup mata helai nafas senyum tubuh akan layang lepas nikmat
859,sadness,Sumpahya ngeliat blekping jd pengen punya rambut panjang lagi hikz :( tapi sampe kapanpun rambut panjang w ga bakalan kayak mereka heeeft [URL],4,sumpahya ngeliat blekping rambut hikz rambut heeeft url
860,sadness,"Gue punya Temen yg dibela-belain pinjem duwit ke kantor buat ""nyawer"" THR itu, PINJEM, UTANG Demi gengsi diantara keponakan, paman, tante, dan saudara2nya",4,teman dibelabelain pinjam duwit kantor nyawer thr pinjam utang gengsi keponakan paman tante saudara
861,anger,"Otak kalo sudah bego mau apapun posisinya,apapun gelarnya tetap saja bego. Hrsnya otak diisi ilmu pengetahuan bukan diisi maaf..tai. [URL]",0,otak bodoh apa posisinyaapapun gelar bodoh hrsnya otak isi ilmu tahu isi maaftai url
862,happy,"Sekarang begitu liat temen-temen pada lulus malah nangis terharu. Seneng aja liat orang-orang bisa lewatin fase tersulit hidup lengkap pake rintangan dengan cara yang uniQ bgt. Maaf yah buat temen2 yg dulu pas sidang ditangisin trus bilangnya gue sedih Karena ditinggal klean :"""")",2,liat tementemen lulus nang haru senang liat orangorang lewatin fase sulit hidup lengkap pakai rintang uniq maaf yah teman pas sidang ditangisin bilang sedih tinggal klean
863,anger,"[USERNAME] LU KIRA SEMUA ORANG PAS NGENTOT SADAR DIKELUARIN DIDALEM, PAS LAGI ENAK-ENAKNYA SEMPET GTU MIKIR KELUAR DIDALEM APA ENGGAK YA? ANJIR INI GUA JADI DARAH TINGGI MASA :(",0,username orang pas ngentot sadar dikeluarin dalem pas enakenaknya sempet mikir dalem ya anjir darah
864,anger,Masih ada ya hari gini yg takut tempat pelayanan nya di ambil sama orang lain. Heiii pelayanan itu punya Tuhan sapa saja yg Tuhan percaya diberikan. Aneh pake main fitnah dan jatuhkan orang ya.,0,ya gin takut layan nya ambil orang heiii layan tuhan sapa tuhan percaya aneh pakai main fitnah jatuh orang ya
865,anger,"[USERNAME] Betul betul mbah sya juga heran kok masih ada prof,kyai,dan buya yang mau dibawah rok siembok yang setahu saya selama sekolah tidak terdapat satupun tulisan ataupun artikel yang memuat jasa siembok terhadap negara",0,username mbah heran profkyaidan buya bawah rok siembok tahu sekolah satu tulis artikel muat jasa siembok negara
866,sadness,"Sebenernya badan ini kurang sehat dibawa makam susah, keringet dingin dari pagi tapi dibawa sehat untuk d'bawel apalagi ada acha. karna janji udh lama. Udh ke toilet 5x ditahan kalo gk ditahan bakal lebih, hmmm.",4,badan sehat bawa makam susah keringet dingin pagi bawa sehat dbawel acha janji toilet x tahan tahan hmmm
867,sadness,"Sampe rumah masuk2 dijudesin bokap bilang gini kamu lama2 kayak artis ya! Terus gw bingung.. lah ngapa Perasaan tadi brgkt cuman bedakan plus gincu arab an, karna emg ganiat mau kemana2.. (fyi gincu arab itu ga menor samsek kek natural gt) terus gw ngaca ajg kok gw menor bgt",4,rumah masuk dijudesin ayah bilang gin artis ya bingung ngapa asa berangkat beda plus gincu arab an ganiat mana fyi gincu arab menor samsek kek natural ngaca ajg menor
868,sadness,"Terus gw inget dong tadi mampir watsons namanya cewe ya gatel liat2 mekap trs nyoba2 tester tapi yg dicoba bedak, lipstik, blush on... ya jadilah gw menor kayak badut -_- Tapi pas tadi di watsonsnya kayak biasa aja pas udh kena cahaya rumah malah jadi menor bgt kek mau mangkal",4,mampir watsons nama cewek ya gatal liat mekap coba tester coba bedak lipstik blush on ya menor badut pas watsonsnya pas kena cahaya rumah menor kek mangkal
869,happy,"Dulu nisanya masih cimit-cimit gak ngerti arti effort... Tapi sekarang, klean semuah membuatkuh bangga!!! Apalagi yang baru-baru pada lulus skrng pen bgt disembur satu-satu pake jampe-jampe buat selalu terjaga semangat berjuang ditengah badai2 kehidupan nantinya!",2,nisanya cimitcimit ngerti arti effort klean semuah membuatkuh bangga barubaru lulus pen sembur satusatu pakai jampejampe jaga semangat juang tengah badai hidup
870,sadness,"Dia sendiri pekerjaan OB di sekolah yg dipunyai Yayasan kecil2an, Maaan, dia ini kalo dilihat golongan yg wajib dapet zakat aja masih tipis2 masuk apa ga gitu",4,kerja ob sekolah yayasan kecil maaan golong wajib zakat tipis masuk
871,sadness,"Sebenernya badan ini kurang sehat dibawa makan susah, keringet dingin dari pagi tapi dibawa sehat untuk d'bawel apalagi ada acha. karna janji udh lama. Udh ke toilet 5x ditahan kalo gk ditahan bakal lebih, hmmm.",4,badan sehat bawa makan susah keringet dingin pagi bawa sehat dbawel acha janji toilet x tahan tahan hmmm
872,anger,Cuma ada aja manusia yang nggak ngerti posisi si panitia tersebut. Dengan seenaknya minta ganti tempat hanya gegara maksimal nongkrong adalah 3 jam. 3 jam masih kurang? Ebuset wkakaka,0,manusia ngerti posisi si panitia ganti gegara maksimal nongkrong jam jam ebuset wkakaka
873,sadness,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar",4,pas aktip ig twitter lari pas cuit ig mall dangkal butuh hingar pasar
874,anger,Dasar netizen YMC kek begitu disalahin  Swing begini disalahin jugaaa Jadi yang bener siapa? Yang bener itu akuuu istri sah nya Woojin,0,dasar netizen ymc kek disalahin swing disalahin jugaaa akuuu istri sah nya woojin
875,sadness,"Akhir-akhir ini banyak orang pergi tanpa mengucap salam. Pergi, ditinggalkan, dan meninggalkan itu hal wajar, karena hidup ini bukan seperti simpul yang sekali terikat maka akan terikat selamanya. Keabadian tidak ada di dunia yang sekarang, mungkin di dunia selanjutnya.",4,akhirakhir orang pergi ucap salam pergi tinggal tinggal wajar hidup simpul ikat ikat abadi dunia dunia
876,happy,[USERNAME] suka skinship cuma ama pacar. peluk cium nangkring di paha duduk di pangkuan ya gitu deh wkwkw klo ama temen cwek agak canggung nyahah,2,username suka skinship pacar peluk cium nangkring paha duduk pangku ya deh wkwkw teman cwek canggung nyahah
877,happy,"Berita baik hari ini, Alhamdulillah Kim #KAI buka Instagram lagi. Karena dulu belum sempet jadi soel pas dia punya akun Amteun welcome back Mr. Ato #KaiOnInstagram [USERNAME] Also goodnite wangjanim [USERNAME]",2,berita alhamdulillah kim kai buka instagram sempet soel pas akun amteun welcome back mr ato kaioninstagram username also goodnite wangjanim username
878,sadness,"soalnya dulu lupa taun brp aku pernah coba main ask fm, ngga ada sebulan aku nyerah dan memutuskan untuk ... ngga, makasih aku ngga bakal balik ke sosmed ini lagi thanks.",4,lupa taun coba main ask fm bulan nyerah putus makasih sosmed thanks
879,fear,"Oh gini rasanya dipepet dan dikejar orang tengah malem gini. Lumayan bikin senam jantung. Kejar-kejaran ngebut bgt, mendadak aku pelan pas di bangjo dia nungguin dong sambil ngeliatin ke belakang mulu. Akunya nunggu lampu ijo, dia lurus aku mendadak sein kanan, amaaaaan :)))",1,oh gin pepet kejar orang malam gin lumayan bikin senam jantung kejarkejaran ngebut dadak pelan pas bangjo tunggu aku nunggu lampu ijo lurus dadak sein kanan amaaaaan
880,sadness,"Saat eike bilang ""Mah kok pusingku gak ilang-ilang ya?"" Jawaban mama singkat padat mengiris-iris hati: ""Ya itu karena kamu kegendutan, makanya pusing"". Semua penyakit yg ada dlm diri ini selalu mama hubungin karena efek ""kelemon/montok kepunjulen"" Termasuk kecetit, gatel""",4,eike bilang mah pusing ilangilang ya mama singkat padat mengirisiris hati ya gendut pusing sakit mama hubungin efek kelemonmontok kepunjulen kecetit gatal
881,sadness,terkadang perduli dan memberi motivasi yang berlebihan itu bikin sakit hati. sekira nya ga nerimain mah oke. terserah. kalau udah kecewa bakalan bodo amat. serius. atur sendiri,4,terkadang duli motivasi bikin sakit hati sekira nya nerimain mah oke serah kecewa bodo serius atur
882,anger,[USERNAME] [USERNAME] - bikin negara merugi terus - bikin pendukung pontang-panting - bikin pembantu kehabisan akal - bikin investor mikir berkali2 - bikin tukang make up jadi blunder Orang selemah itu masih dipertahanin? Why oh why??,0,username username bikin negara rugi bikin dukung pontangpanting bikin bantu habis akal bikin investor mikir kali bikin tukang pakai up blunder orang lemah dipertahanin why oh why
883,sadness,Kangen mama :( buat temen2 yg masih ditemeni mamanya ataupun kedua ortu. Kalian sangat beruntung.. sayangi mrk selagi msh ada kesempatan [URL],4,kangen mama teman ditemeni mama orangtua untung sayang selagi sempat url
884,sadness,ngerasa gagal jadi seorang kakak ga ngerti gimana rasanya jadi orangtua masih bisa senyum masih bisa bercanda dan ketawa padahal hati nya perih,4,gagal kakak ngerti gimana orangtua senyum canda tertawa hati nya perih
885,sadness,"Keram betis akibat mandi jam 10 Umur lu udah tua mel, dikira masih gagah aja gitu? Abisnya kemana-mana masih sama emak sih berasa masih sekolah aja gitu :""(",4,keram betis akibat mandi jam umur tua mel gagah abis kemanamana emak sih asa sekolah
886,anger,[USERNAME] saya rasa pantas anda dicemooh oleh orang banyak karena kalau anda mau dihargai maka hargai pembalap lain terutama yang sudah jauh lebih senior dari anda,0,username cemooh orang harga harga balap senior
887,sadness,"dan konten ask fm cuma seru2an aja sama temen2 ngga ada yg berbau seks sama sekali, jawabin pertanyaan juga yg normal2 aja tapi kok banyak yg mention kayak gitu ya, sedih akutu",4,konten ask fm seru teman bau seks jawabin normal mention ya sedih
888,love,seluruh hidup saya. saya dedikasikan dan saya peruntukkan sebagai contoh untuk dia. bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya. sesayang itu. saya tidak mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui.,3,hidup dedikasi untuk contoh rela kubur mimpi juang cita cita nya sayang rasa sulit hidup lalu
889,sadness,"Namun pada hari ketiga, ternyata kami kalah. Dua buah soal rebutan yang seharusnya bisa kami jawab berhasil direbut tim lawan. Kami telat memencet bel. Kami kehilangan fokus. Dua puluh poin melayang ke tim lawan. Hal itu cukup menghukum kami untuk gagal melaju ke babak final.",4,tiga kalah buah rebut hasil rebut tim lawan telat pencet bel hilang fokus puluh poin layang tim lawan hukum gagal laju babak final
890,happy,"Setelah pertandingan, Pak Seno yang biasanya keras dan cuek memyambut kami dengan hangat. ""Kalian bertanding dengan hebat, ini pertama kalinya tim provinsi kita berada di babak ini. Pak bangga dengan kalian"".",2,tanding seno keras cuek memyambut hangat tanding hebat kali tim provinsi babak bangga
891,love,seluruh hidup saya. saya dedikasikan dan saya peruntukkan sebagai contoh untuk dia. bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya. saya tidak mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui. hanya itu,3,hidup dedikasi untuk contoh rela kubur mimpi juang cita cita nya rasa sulit hidup lalu
892,sadness,Nyuruh ignore tp dia sibuk ngurusin juga haha. Sesama perempuan kok saling ngejatuhin. Semoga mbaknya sehat selalu ya,4,suruh ignore sibuk ngurusin haha perempuan ngejatuhin moga mbak sehat ya
893,anger,"[USERNAME] [USERNAME] Kontol kamu terlihat jelek dan mengkerut dr jawaban twittermu, pasti kamu di real life ga pernah ada yg mau diajak ngewe ya. Keliatan. Mas kalo dapet dm gini kesel dan marah gak? Kalo kesel brrt senasib sm mba valen.",0,username username kontol jelek kerut twittermu real life ajak ngewe ya mas dm gin kesal marah kesal brrt nasib mba valen
894,happy,"apa cuma gua doang yg ngakak nonton [USERNAME] saat [USERNAME] tanya sma ali mochtar ngabalin hahaaa,simpulkan sendiri wkwkk ! bang karni paling bisa #ILCBPIP",2,bahak nonton username username sma ali mochtar ngabalin hahaaasimpulkan wkwkk bang karni ilcbpip
895,sadness,"Pada saat itu aku mungkin berpikir bahwa kami semua sudah ikhlas. Namun sekarang aku sadar, bahwa pada saat itu kami sama sekali belum ikhlas.",4,pikir ikhlas sadar ikhlas
896,happy,"Jadi sekarang bokap-nyokap gue ga ngasih THR gitu, Buat anak2, dia sedia snack, atau coklat kecil2 bungkusan gitu, buat dibagi, mirip2 Halloween di Amrik gitu lah",2,bokapnyokap kasih thr anak sedia snack coklat bungkus bagi halloween amrik
897,happy,Bahagia itu jika beli paketan segiga dan nyatanya sampai saat ini habis lebih dari limagiga dan masih lancar buat internetan. Mayanlah wkwk eh Alhamdulillah,2,bahagia beli paket segiga habis limagiga lancar internetan mayanlah wkwk eh alhamdulillah
898,sadness,Aku menyadari bahwa kadang kita sulit ikhlas ketika kita benar-benar yakin kita seharusnya yg mendapatkannya. Kita benar-benar sudah berusaha maksimal dan merasa lebih baik dari orang lain yang berhasil mendapatkannya.,4,sadar kadang sulit ikhlas benarbenar dapat benarbenar usaha maksimal orang hasil dapat
